Age,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
41,1276,0,2,5,625,2,0,91,3,4,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0
37,142,0,9,4,626,1,1,69,3,3,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,0
52,956,1,6,2,630,4,1,78,3,2,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0
32,1474,0,11,4,631,4,1,60,4,2,3,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,1
24,535,0,24,3,632,4,1,38,3,1,4,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0
38,1495,1,10,3,634,3,0,76,3,2,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0
37,446,1,1,4,635,2,0,65,3,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0
49,1245,1,18,4,638,4,1,58,2,5,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,0
24,691,1,23,3,639,2,1,89,4,1,4,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,0
26,703,0,28,2,641,1,1,66,3,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0
24,823,1,17,2,643,4,1,94,2,1,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,0
50,1246,2,3,3,644,1,1,99,3,5,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,0
25,622,0,13,1,645,2,1,40,3,1,3,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,0
24,1287,1,7,3,647,1,0,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,1
30,448,0,12,4,648,2,1,74,2,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,1
34,254,1,1,2,649,2,1,83,2,1,4,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,0
31,1365,0,13,4,650,2,1,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,1
35,538,1,25,2,652,1,1,54,2,2,4,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0
31,525,0,6,4,653,1,1,66,4,2,4,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0
27,798,1,6,4,655,1,0,66,2,1,3,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0
37,558,0,2,3,656,4,1,75,3,2,3,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0
20,959,1,1,3,657,4,0,83,2,1,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0
42,622,1,2,4,659,3,0,81,3,2,4,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,0
43,782,1,6,4,661,2,1,50,2,4,4,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0
38,362,1,1,1,662,3,0,43,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0
43,1001,1,9,5,663,4,1,72,3,2,3,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,0
48,1236,1,1,4,664,4,0,40,2,4,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,0
44,1112,2,1,4,665,1,0,50,2,2,3,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,0
34,204,0,14,3,666,3,0,31,3,1,3,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,0
27,1420,0,2,1,667,3,1,85,3,1,1,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,1
21,1343,0,22,1,669,3,1,49,3,1,3,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,0
44,1315,1,3,4,671,4,1,35,3,5,4,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,0
22,604,1,6,1,675,1,1,69,3,1,3,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0
33,1216,0,8,4,677,3,1,39,3,2,3,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,0
32,646,1,9,4,679,1,0,92,3,2,4,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,0
30,160,1,3,3,680,3,0,71,3,1,3,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,0
53,238,0,1,1,682,4,0,34,3,2,1,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,0
34,1397,1,1,5,683,2,1,42,3,1,4,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,0
45,306,0,26,4,684,1,0,100,3,2,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,1
26,991,1,6,3,686,3,0,71,3,1,4,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,0
37,482,1,3,3,689,3,1,36,3,3,3,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,0
29,1176,0,3,2,690,2,0,62,3,2,3,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,0
35,1017,1,6,4,691,2,1,82,1,2,4,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,0
33,1296,1,6,3,692,3,1,30,3,2,4,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,0
54,397,2,19,4,698,3,1,88,3,3,2,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,0
36,913,1,9,2,699,2,1,48,2,2,2,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,0
27,1115,1,3,4,700,1,1,54,2,1,4,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0
20,1362,1,10,1,701,4,1,32,3,1,3,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,1
33,1076,1,3,3,702,1,1,70,3,1,1,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1
35,727,1,3,3,704,3,1,41,2,1,3,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,0
23,885,1,4,3,705,1,1,58,4,1,1,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,0
25,810,0,8,3,707,4,1,57,4,2,2,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,0
38,243,0,7,4,709,4,0,46,2,2,4,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,0
29,806,1,1,4,710,2,1,76,1,1,4,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8,0
48,817,0,2,1,712,2,1,56,4,2,2,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,0
27,1410,0,3,1,714,4,0,71,4,2,4,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,0
37,1225,1,10,2,715,4,1,80,4,1,4,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,0
50,1207,1,28,1,716,4,1,74,4,1,3,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,0
34,1442,1,9,3,717,4,0,46,2,3,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,0
24,693,0,3,2,720,1,0,65,3,2,3,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,1
39,408,1,2,4,721,4,0,80,2,2,3,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,0
32,929,0,10,3,722,4,1,55,3,2,4,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8,0
50,562,0,8,2,723,2,1,50,3,2,3,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,1
38,827,1,1,4,724,2,0,33,4,2,4,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8,0
27,608,1,1,2,725,3,0,68,3,3,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,0
32,1018,1,3,2,727,3,0,39,3,3,4,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,0
47,703,0,14,4,728,4,1,42,3,2,1,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,0
40,580,0,5,4,729,4,1,48,2,3,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,0
53,970,1,7,3,730,3,1,59,4,4,3,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,0
41,427,2,10,4,731,2,1,73,2,5,4,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,0
60,1179,0,16,4,732,1,1,84,3,2,1,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,0
27,294,1,10,2,733,4,1,32,3,3,1,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7,0
41,314,2,1,3,734,4,1,59,2,5,3,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,0
50,316,0,8,4,738,4,1,54,3,1,2,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2,0
28,654,1,1,2,741,1,0,67,1,1,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,1
36,427,1,8,3,742,1,0,63,4,3,1,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5,0
38,168,1,1,3,743,3,0,81,3,3,3,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,0
44,381,1,24,3,744,1,1,49,1,1,3,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,0
47,217,0,3,3,746,4,0,49,3,4,3,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,0
30,501,0,27,5,747,3,1,99,3,2,4,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,0
29,1396,0,10,3,749,3,1,99,3,1,3,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0,0
42,933,1,19,3,752,3,1,57,4,1,3,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2,1
43,775,0,15,3,754,4,1,47,2,2,4,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,0
34,970,1,8,2,757,2,0,96,3,2,3,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3,0
23,650,1,9,1,758,2,1,37,3,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2,0
39,141,2,3,3,760,3,0,44,4,2,2,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,0
56,832,1,9,3,762,3,1,81,3,4,4,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1,0
40,804,1,2,1,763,4,0,86,2,1,4,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,0
27,975,1,7,3,764,4,0,55,2,2,1,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,0
29,1090,0,10,3,766,4,1,83,3,1,2,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2,0
53,346,1,6,3,769,4,1,86,3,2,4,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,0
35,1225,1,2,4,771,4,0,61,3,2,1,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,0
32,430,1,24,4,772,1,1,80,3,2,4,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,0
38,268,1,2,5,773,4,1,92,3,1,3,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,0
34,167,1,8,5,775,2,0,32,3,2,1,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,0
52,621,0,3,4,776,3,1,31,2,4,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,0
33,527,1,1,4,780,4,1,63,3,1,4,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8,1
25,883,0,26,1,781,3,0,32,3,2,4,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,0
45,954,0,2,2,783,2,1,46,1,2,3,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,0
23,310,1,10,1,784,1,1,79,4,1,3,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2,0
47,719,0,27,2,785,2,0,77,4,2,3,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,1
34,304,0,2,3,786,4,1,60,3,2,4,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,0
55,725,1,2,3,787,4,1,78,3,5,1,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4,1
36,1434,0,8,4,789,1,1,76,2,3,1,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9,0
52,715,1,19,4,791,4,1,41,3,1,4,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,0
26,575,1,1,2,792,1,0,71,1,1,4,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,0
29,657,1,27,3,793,2,0,66,3,2,3,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1,0
26,1146,0,8,3,796,4,1,38,2,2,1,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,1
34,182,1,1,4,797,2,0,72,4,1,4,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3,0
54,376,1,19,4,799,4,0,95,3,2,1,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,0
27,829,0,8,1,800,3,1,84,3,2,4,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,0
37,571,1,10,1,802,4,0,82,3,1,1,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3,0
38,240,1,2,4,803,1,0,75,4,2,1,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,0
34,121,1,2,4,804,3,0,86,2,1,1,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,0
35,384,0,8,4,805,1,0,72,3,1,4,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2,0
30,921,1,1,3,806,4,1,38,1,1,3,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2,0
40,791,1,2,2,807,3,0,38,4,2,2,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0
34,1111,0,8,2,808,3,0,93,3,2,1,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2,0
42,570,1,8,3,809,2,1,66,3,5,4,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,0
23,1243,1,6,3,811,3,1,63,4,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0,1
24,1092,1,9,3,812,3,1,60,2,1,2,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,0
52,1325,1,11,4,813,4,0,82,3,2,3,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,0
50,691,1,2,3,815,3,1,64,3,4,3,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,0
29,805,1,1,2,816,2,0,36,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,1
33,213,1,7,3,817,3,1,49,3,3,3,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7,0
33,118,0,16,3,819,1,0,69,3,2,1,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,1
47,202,1,2,2,820,3,0,33,3,4,4,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,0
36,676,1,1,3,823,3,0,35,3,2,2,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5,0
29,1252,1,23,2,824,3,1,81,4,1,3,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7,0
58,286,1,2,4,825,4,1,31,3,5,2,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,1
35,1258,1,1,4,826,4,0,40,4,1,3,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2,0
42,932,1,1,2,827,4,0,43,2,2,4,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,0
28,890,1,2,4,828,3,1,46,3,1,3,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1,1
36,1041,2,13,3,829,3,1,36,3,1,2,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,0
32,859,1,4,3,830,3,0,98,2,2,3,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8,0
40,720,1,16,4,832,1,1,51,2,2,3,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,0
30,946,1,2,3,833,3,0,52,2,2,4,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0,0
45,252,1,2,3,834,2,0,95,2,1,3,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0,0
42,933,1,29,3,836,2,1,98,3,2,2,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,0
38,471,1,12,3,837,1,1,45,2,2,1,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,0
34,702,1,16,4,838,3,0,100,2,1,4,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,0
49,1184,0,11,3,840,3,0,43,3,3,4,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7,1
55,436,0,2,1,842,3,1,37,3,2,4,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3,1
43,589,1,14,2,843,2,1,94,3,4,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,0
27,269,1,5,1,844,3,1,42,2,3,4,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,0
35,950,1,7,3,845,3,1,59,3,3,3,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,0
28,760,0,2,4,846,2,0,81,3,2,2,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0
34,829,2,3,2,847,3,1,88,3,1,4,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2,0
26,887,1,5,2,848,3,0,88,2,1,3,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,1
27,443,1,3,3,850,4,1,50,3,1,4,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,0
51,1318,0,26,4,851,1,0,66,3,4,3,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17,0
44,625,1,4,3,852,4,1,50,3,2,2,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,0
25,180,1,2,1,854,1,1,65,4,1,1,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,0
33,586,0,1,3,855,1,1,48,4,2,1,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,0
35,1343,1,27,1,856,3,0,53,2,1,1,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0
36,928,0,1,2,857,2,1,56,3,2,4,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,0
32,117,0,13,4,859,2,1,73,3,2,4,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,0
30,1012,1,5,4,861,2,1,75,2,1,4,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0
53,661,0,7,2,862,1,0,78,2,3,4,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,0
45,930,0,9,3,864,4,1,74,3,3,1,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,0
32,638,1,8,2,865,3,0,91,4,2,3,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0
52,890,1,25,4,867,3,0,81,2,4,4,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,0
37,342,0,16,4,868,4,1,66,2,2,3,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,0
28,1169,2,8,2,869,2,1,63,2,1,4,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,0
22,1230,1,1,2,872,4,1,33,2,2,4,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0
44,986,1,8,4,874,1,1,62,4,1,4,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,0
42,1271,1,2,1,875,2,1,35,3,1,4,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0
36,1278,2,8,3,878,1,1,77,2,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0
25,141,0,3,1,879,3,1,98,3,2,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0
35,607,1,9,3,880,4,0,66,2,3,3,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,0
35,130,1,25,4,881,4,0,96,3,1,2,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,1
32,300,1,1,3,882,4,1,61,3,1,4,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,0
25,583,0,4,1,885,3,1,87,2,2,1,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,0
49,1418,1,1,3,887,3,0,36,3,1,1,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,0
24,1269,1,4,1,888,1,1,46,2,1,4,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,0
32,379,0,5,2,889,2,1,48,3,2,2,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,0
38,395,0,9,3,893,2,1,98,2,1,2,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0
42,1265,1,3,3,894,3,0,95,4,2,4,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,0
31,1222,1,11,4,895,4,1,48,3,1,4,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,0
29,341,0,1,3,896,2,0,48,2,1,3,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,1
53,868,0,8,3,897,1,1,73,3,4,4,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,0
35,672,1,25,3,899,4,1,78,2,3,2,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,0
37,1231,0,21,2,900,3,0,54,3,1,4,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,0
53,102,1,23,4,901,4,0,72,3,4,4,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,0
43,422,1,1,3,902,4,0,33,3,2,4,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,0
47,249,0,2,2,903,3,0,35,3,2,4,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,0
37,1252,0,19,2,904,1,1,32,3,3,2,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,0
50,881,1,2,4,905,1,1,98,3,4,1,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,0
39,1383,2,2,3,909,4,0,42,2,2,4,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,0
33,1075,2,3,2,910,4,1,57,3,1,2,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,0
32,374,1,25,4,911,1,1,87,3,1,4,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,1
29,1086,1,7,1,912,1,0,62,2,1,4,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0
44,661,1,9,2,913,2,1,61,3,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,0
28,821,0,5,4,916,1,1,98,3,2,4,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,0
58,781,1,2,1,918,4,1,57,2,1,4,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,1
43,177,1,8,3,920,1,0,55,3,2,2,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,0
20,500,0,2,3,922,3,0,49,2,1,3,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,1
21,1427,1,18,1,923,4,0,65,3,1,4,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,1
36,1425,1,14,1,924,3,1,68,3,2,4,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0
47,1454,0,2,4,925,4,0,65,2,1,4,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,0
22,617,1,3,1,926,2,0,34,3,2,3,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,1
41,1085,1,2,4,927,2,0,57,1,1,4,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,1
28,995,1,9,3,930,3,0,77,3,1,3,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0
39,1122,1,6,3,932,4,1,70,3,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,1
27,618,1,4,3,933,2,0,76,3,1,3,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0
34,546,1,10,3,934,2,1,83,3,1,2,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,0
42,462,0,14,2,936,3,0,68,2,2,3,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0
33,1198,1,1,4,939,3,1,100,2,1,1,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0
58,1272,1,5,3,940,3,0,37,2,3,2,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,0
31,154,0,7,4,941,2,1,41,2,1,3,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0
35,1137,1,21,1,942,4,0,51,3,2,4,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0
49,527,1,8,2,944,1,0,51,3,3,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0
48,1469,1,20,4,945,4,1,51,3,1,3,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0
31,1188,0,20,2,947,4,0,45,3,2,3,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,0
36,188,1,7,4,949,2,1,65,3,1,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0
38,1333,1,1,3,950,4,0,80,3,3,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0
32,1184,1,1,3,951,3,0,70,2,1,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,0
25,867,0,19,2,952,3,1,36,2,1,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,1
40,658,0,10,4,954,1,1,67,2,3,2,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0
26,1283,0,1,3,956,3,1,52,2,2,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0
41,263,1,6,3,957,4,1,59,3,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,0
36,938,1,2,4,958,3,1,79,3,1,3,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0
19,419,0,21,3,959,4,1,37,2,1,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,1
20,129,1,4,3,960,1,1,84,3,1,1,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,1
31,616,1,12,3,961,4,0,41,3,2,4,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0
40,1469,1,9,4,964,4,1,35,3,1,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0
32,498,1,3,4,966,3,0,93,3,2,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0
36,530,0,3,1,967,3,1,51,2,3,4,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,1
33,1069,1,1,3,969,2,0,42,2,2,4,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0
37,625,0,1,4,970,1,1,46,2,3,3,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,1
45,805,1,4,2,972,3,1,57,3,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,0
29,1404,0,20,3,974,3,0,84,3,1,4,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0
35,1219,0,18,3,975,3,0,86,3,2,3,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0
52,1053,1,1,2,976,4,1,70,3,4,4,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,0
58,289,1,2,3,977,4,1,51,3,1,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,1
53,1376,0,2,2,981,3,1,45,3,4,3,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,0
